Symbol	ISSN in use	Print ISSN	E-ISSN	Collection Name	Acronym	Short Title	Title	Short Title-NLM	Publisher	URL journal page	License
scl	0104-1290	0104-1290	1984-0470	Brazil	sausoc	Saude soc.	Saúde e Sociedade		Faculdade de Saúde Pública, Universidade de São Paulo. Associação Paulista de Saúde Pública.	http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-1290&lng=en	by/4.0
scl	0103-1104	0103-1104	2358-2898	Brazil	sdeb	Saúde debate	Saúde em Debate		Centro Brasileiro de Estudos de Saúde	http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-1104&lng=en	by/4.0
scl	0103-1759	0103-1759		Brazil	ca	Sba Controle & Automação	Sba: Controle & Automação Sociedade Brasileira de Automatica		Sociedade Brasileira de Automática	http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-1759&lng=en	by-nc/4.0
scl	0103-9016	0103-9016	1678-992X	Brazil	sa	Sci. agric. (Piracicaba, Braz.)	Scientia Agricola		"São Paulo - Escola Superior de Agricultura ""Luiz de Queiroz"""	http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-9016&lng=en	by/4.0
scl	1678-3166	1678-3166	2316-8994	Brazil	ss	Sci. stud.	Scientiae Studia		Universidade de São Paulo, Departamento de Filosofia	http://www.scielo.br/scielo.php?script=sci_serial&pid=1678-3166&lng=en	by/4.0
scl	2177-7055	0101-9562	2177-7055	Brazil	seq	Sequência (Florianópolis)	Sequência (Florianópolis)		Programa de Pós-Graduação em Direito da Universidade Federal de Santa Catarina	http://www.scielo.br/scielo.php?script=sci_serial&pid=2177-7055&lng=en	by/4.0
scl	0101-6628	0101-6628	2317-6318	Brazil	sssoc	Serv. Soc. Soc.	Serviço Social & Sociedade		Cortez Editora Ltda	http://www.scielo.br/scielo.php?script=sci_serial&pid=0101-6628&lng=en	by-nc/4.0
scl	1984-6487		1984-6487	Brazil	sess	Sex., Salud Soc. (Rio J.)	Sexualidad, Salud y Sociedad (Rio de Janeiro)		Centro Latino-Americano em Sexualidade e Direitos Humanos (CLAM/IMS/UERJ)	http://www.scielo.br/scielo.php?script=sci_serial&pid=1984-6487&lng=en	by/4.0
scl	1982-4513		1982-4513	Brazil	sn	Soc. nat.	Sociedade & Natureza		Universidade Federal de Uberlândia, Instituto de Geografia, Programa de Pós-Graduação em Geografia	http://www.scielo.br/scielo.php?script=sci_serial&pid=1982-4513&lng=en	by/4.0
scl	0102-6992	0102-6992		Brazil	se	Soc. estado.	Sociedade e Estado		Departamento de Sociologia da Universidade de Brasília	http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-6992&lng=en	by-nc/4.0
scl	1517-4522	1517-4522	1807-0337	Brazil	soc	Sociologias	Sociologias		Programa de Pós-Graduação em Sociologia - UFRGS	http://www.scielo.br/scielo.php?script=sci_serial&pid=1517-4522&lng=en	by-nc/4.0
scl	0104-9224	0104-9224	1980-6973	Brazil	si	Soldag. insp.	Soldagem & Inspeção		Associação Brasileira de Soldagem	http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-9224&lng=en	by-nc/4.0
scl	0100-5405	0100-5405		Brazil	sp	Summa phytopathol.	Summa Phytopathologica		Grupo Paulista de Fitopatologia	http://www.scielo.br/scielo.php?script=sci_serial&pid=0100-5405&lng=en	by/4.0
scl	1806-6445	1806-6445	1983-3342	Brazil	sur	Sur, Rev. int. direitos human.	Sur. Revista Internacional de Direitos Humanos		Sur - Rede Universitária de Direitos Humanos	http://www.scielo.br/scielo.php?script=sci_serial&pid=1806-6445&lng=en	by-nc/4.0
scl	0102-8839	0102-8839	1806-9452	Brazil	spp	São Paulo Perspec.	São Paulo em Perspectiva		Fundação SEADE	http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-8839&lng=en	by-nc/4.0
scl	2179-8451	1677-1966	2179-8451	Brazil	tema	TEMA (São Carlos)	TEMA (São Carlos)		Sociedade Brasileira de Matemática Aplicada e Computacional	http://www.scielo.br/scielo.php?script=sci_serial&pid=2179-8451&lng=en	by/4.0
scl	1413-7704	1413-7704		Brazil	tem	Tempo	Tempo		EdUFF - Editora da UFF	http://www.scielo.br/scielo.php?script=sci_serial&pid=1413-7704&lng=en	by-nc/4.0
scl	0103-2070	0103-2070	1809-4554	Brazil	ts	Tempo soc.	Tempo Social		Departamento de Sociologia da Faculdade de Filosofia, Letras e Ciências Humanas da Universidade de São Paulo	http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-2070&lng=en	by-nc/4.0
scl	0104-0707	0104-0707	1980-265X	Brazil	tce	Texto contexto - enferm.	Texto & Contexto - Enfermagem		Universidade Federal de Santa Catarina, Programa de  Pós Graduação em Enfermagem	http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-0707&lng=en	by/4.0
scl	2197-0025		2197-0025	Brazil	txpp	Theor. Exp. Plant Physiol.	Theoretical and Experimental Plant Physiology		Sociedade Brasileira de Fisiologia Vegetal	http://www.scielo.br/scielo.php?script=sci_serial&pid=2197-0025&lng=en	by-nc/4.0
scl	2237-101X	1518-3319	2237-101X	Brazil	topoi	Topoi (Rio J.)	Topoi (Rio de Janeiro)		Programa de Pós-Graduação em História Social da Universidade Federal do Rio de Janeiro	http://www.scielo.br/scielo.php?script=sci_serial&pid=2237-101X&lng=en	by/4.0
scl	1981-7746	1678-1007	1981-7746	Brazil	tes	Trab. educ. saúde	Trabalho, Educação e Saúde		Fundação Oswaldo Cruz, Escola Politécnica de Saúde Joaquim Venâncio	http://www.scielo.br/scielo.php?script=sci_serial&pid=1981-7746&lng=en	by/4.0
scl	0103-1813	0103-1813	2175-764X	Brazil	tla	Trab. linguist. apl.	Trabalhos em Linguística Aplicada		UNICAMP. Programa de Pós-Graduação em Linguística Aplicada do Instituto de Estudos da Linguagem (IEL)	http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-1813&lng=en	by/4.0
scl	0101-3173	0101-3173	1980-539X	Brazil	trans	Trans/Form/Ação	Trans/Form/Ação		Universidade Estadual Paulista, Departamento de Filosofia	http://www.scielo.br/scielo.php?script=sci_serial&pid=0101-3173&lng=en	by/4.0
scl	0103-3786	0103-3786	2318-0889	Brazil	tinf	Transinformação	Transinformação		Pontifícia Universidade Católica de Campinas	http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-3786&lng=en	by-nc/4.0
scl	2237-6089	2237-6089	2238-0019	Brazil	trends	Trends Psychiatry Psychother.	Trends in Psychiatry and Psychotherapy		Associação de Psiquiatria do Rio Grande do Sul	http://www.scielo.br/scielo.php?script=sci_serial&pid=2237-6089&lng=en	by/4.0
scl	1982-5676	1982-5676	1983-2052	Brazil	tpp	Trop. plant pathol.	Tropical Plant Pathology		Sociedade Brasileira de Fitopatologia	http://www.scielo.br/scielo.php?script=sci_serial&pid=1982-5676&lng=en	by-nc/4.0
scl	0104-8775	0104-8775	1982-4343	Brazil	vh	Varia hist.	Varia Historia		Pós-Graduação em História, Faculdade de Filosofia e Ciências Humanas, Universidade Federal de Minas Gerais	http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-8775&lng=en	by/4.0
scl	1809-4341		1809-4341	Brazil	vb	Vibrant, Virtual Braz. Anthr.	Vibrant: Virtual Brazilian Anthropology		Associação Brasileira de Antropologia (ABA)	http://www.scielo.br/scielo.php?script=sci_serial&pid=1809-4341&lng=en	by/4.0
scl	1984-4670	1984-4670	1984-4689	Brazil	zool	Zoologia (Curitiba)	Zoologia (Curitiba)		Sociedade Brasileira de Zoologia	http://www.scielo.br/scielo.php?script=sci_serial&pid=1984-4670&lng=en	by/4.0
scl	2175-3369		2175-3369	Brazil	urbe	urbe, Rev. Bras. Gest. Urbana	urbe. Revista Brasileira de Gestão Urbana		Pontifícia Universidade Católica do Paraná	http://www.scielo.br/scielo.php?script=sci_serial&pid=2175-3369&lng=en	by/4.0
scl	1516-1498	1516-1498	1809-4414	Brazil	agora	Ágora (Rio J.)	Ágora: Estudos em Teoria Psicanalítica		Programa de Pós-graduação em Teoria Psicanalítica do Instituto de Psicologia da Universidade Federal do Rio de Janeiro - UFRJ	http://www.scielo.br/scielo.php?script=sci_serial&pid=1516-1498&lng=en	by/4.0
spa	0021-2571	0021-2571		Public Health	aiss	Ann. Ist. Super. Sanità	Annali dell'Istituto Superiore di Sanità		Istituto Superiore di Sanità	http://www.scielosp.org/scielo.php?script=sci_serial&pid=0021-2571&lng=en	
spa	0042-9686	0042-9686		Public Health	bwho	Bull World Health Organ	Bulletin of the World Health Organization		World Health Organization	http://www.scielosp.org/scielo.php?script=sci_serial&pid=0042-9686&lng=en	by/3.0/igo
spa	0102-311X	0102-311X	1678-4464	Public Health	csp	Cad. Saúde Pública	Cadernos de Saúde Pública	Cad Saude Publica	Escola Nacional de Saúde Pública Sergio Arouca, Fundação Oswaldo Cruz	http://www.scielosp.org/scielo.php?script=sci_serial&pid=0102-311X&lng=en	by/4.0
spa	1413-8123	1413-8123		Public Health	csc	Ciênc. saúde coletiva	Ciência & Saúde Coletiva		ABRASCO - Associação Brasileira de Saúde Coletiva	http://www.scielosp.org/scielo.php?script=sci_serial&pid=1413-8123&lng=en	by-nc/3.0
spa	2237-9622	1679-4974	2237-9622	Public Health	ress	Epidemiol. Serv. Saúde	Epidemiologia e Serviços de Saúde		Ministério da Saúde do Brasil	http://www.scielosp.org/scielo.php?script=sci_serial&pid=2237-9622&lng=en	by-nc/3.0
spa	0213-9111	0213-9111		Public Health	gs	Gac Sanit	Gaceta Sanitaria		Ediciones Doyma, S.L.	http://www.scielosp.org/scielo.php?script=sci_serial&pid=0213-9111&lng=en	by-nc/3.0
spa	1414-3283	1414-3283	1807-5762	Public Health	icse	Interface (Botucatu)	Interface - Comunicação, Saúde, Educação		UNESP	http://www.scielosp.org/scielo.php?script=sci_serial&pid=1414-3283&lng=en	by/4.0
spa	1555-7960	1555-7960		Public Health	medicc	MEDICC rev.	MEDICC Review		Medical Education Cooperation with Cuba	http://www.scielosp.org/scielo.php?script=sci_serial&pid=1555-7960&lng=en	by-nc/3.0
spa	1415-790X	1415-790X		Public Health	rbepid	Rev. bras. epidemiol.	Revista Brasileira de Epidemiologia		Associação Brasileira de Pós -Graduação em Saúde Coletiva	http://www.scielosp.org/scielo.php?script=sci_serial&pid=1415-790X&lng=en	by/4.0
spa	0864-3466	0864-3466		Public Health	rcsp	Rev. cub. salud pública	Revista Cubana de Salud Pública		Centro Nacional de Información de Ciencias Médicas	http://www.scielosp.org/scielo.php?script=sci_serial&pid=0864-3466&lng=en	
spa	1135-5727	1135-5727		Public Health	resp	Rev. Esp. Salud Publica	Revista Española de Salud Pública		Ministerio de Sanidad y Consumo	http://www.scielosp.org/scielo.php?script=sci_serial&pid=1135-5727&lng=en	by-nc/3.0
spa	1020-4989	1020-4989		Public Health	rpsp	Rev Panam Salud Publica	Revista Panamericana de Salud Pública		Organización Panamericana de la Salud	http://www.scielosp.org/scielo.php?script=sci_serial&pid=1020-4989&lng=en	by-nc/3.0
spa	1726-4634	1726-4634		Public Health	rpmesp	Rev Peru Med Exp Salud Publica	Revista Peruana de Medicina Experimental y Salud Pública		Instituto Nacional de Salud	http://www.scielosp.org/scielo.php?script=sci_serial&pid=1726-4634&lng=en	
spa	0124-0064	0124-0064		Public Health	rsap	Rev. salud pública	Revista de Salud Pública		Instituto de Salud Publica, Faculdad de Medicina -Universidad Nacional de Colombia	http://www.scielosp.org/scielo.php?script=sci_serial&pid=0124-0064&lng=en	
spa	0034-8910	0034-8910	1518-8787	Public Health	rsp	Rev. Saúde Pública	Revista de Saúde Pública	Rev Saude Publica	Faculdade de Saúde Pública da Universidade de São Paulo	http://www.scielosp.org/scielo.php?script=sci_serial&pid=0034-8910&lng=en	by-nc/4.0
spa	1851-8265	1669-2381	1851-8265	Public Health	scol	Salud Colectiva	Salud Colectiva	Salud Colect	Universidad Nacional de Lanús	http://www.scielosp.org/scielo.php?script=sci_serial&pid=1851-8265&lng=en	by-nc/4.0
sss	1414-753X	1414-753X	1809-4422	Social Sciences	s_asoc	Ambient. soc.	Ambiente & sociedade		ANPPAS	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1414-753X&lng=en	by-nc/4.0
sss	1981-3821		1981-3821	Social Sciences	s_bpsr	Braz. political sci. rev. (Online)	Brazilian Political Science Review (Online)		Associação Brasileira de Ciência Política	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1981-3821&lng=en	by-nc/4.0
sss	0104-8333	0104-8333		Social Sciences	s_pagu	Cad. Pagu	Cadernos Pagu		Núcleo de Estudos de Gênero - Pagu	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0104-8333&lng=en	by-nc/4.0
sss	0121-4772	0121-4772		Social Sciences	s_ceco	Cuad. Econ.	Cuadernos de Economía		Universidad Nacional de Colômbia	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0121-4772&lng=en	by-nc/4.0
sss	0797-6062	0797-6062		Social Sciences	s_cclaeh	Cuad.CLAEH	Cuadernos del CLAEH		Centro Latinoamericano de Economía Humana (CLAEH)	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0797-6062&lng=en	by-nc/4.0
sss	0011-5258	0011-5258		Social Sciences	s_dados	Dados	Dados		Instituto de Estudos Sociais e Políticos (IESP) - Universidade do Estado do Rio de Janeiro (UERJ)	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0011-5258&lng=en	by-nc/4.0
sss	0046-001X	0046-001X		Social Sciences	s_rde	Desarro. econ. (B. Aires)	Desarrollo Económico (Buenos Aires)		Instituto de Desarrollo Económico y Social	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0046-001X&lng=en	by-nc/4.0
sss	0104-026X	0104-026X		Social Sciences	s_ref	Estud. fem.	Estudos Feministas		Centro de Filosofia e Ciências Humanas e Centro de Comunicação e Expressão da Universidade Federal de Santa Catarina	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0104-026X&lng=en	by-nc/4.0
sss	1413-0580	1413-0580		Social Sciences	s_esaa	Estud.soc.agric.	Estudos Sociedade e Agricultura		Universidade Federal Rural do Rio de Janeiro	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1413-0580&lng=en	by-nc/4.0
sss	0717-7194		0717-7194	Social Sciences	s_rh	Historia (Santiago)	Historia (Santiago)		Instituto de Historia de la Pontificia Universidad Católica de Chile	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0717-7194&lng=en	by-nc/4.0
sss	0101-9074	0101-9074	1980-4369	Social Sciences	s_his	História	História (São Paulo)		Revista História	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0101-9074&lng=en	by-nc/4.0
sss	0104-7183	0104-7183		Social Sciences	s_ha	Horiz.antropol.	Horizontes Antropológicos		Programa de Pós-graduação em Antropologia Social - IFCH-UFRGS	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0104-7183&lng=en	by-nc/4.0
sss	0121-5051	0121-5051		Social Sciences	s_inn	Innovar	Innovar : Revista de Ciencias Administrativas y Sociales		Escuela de Administración de Empresas y Contaduría Pública, Facultad de Ciencias Económicas, Universidad Nacional de Colombia	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0121-5051&lng=en	by-nc/4.0
sss	1414-3283	1414-3283		Social Sciences	s_icse	Interface (Botucatu)	Interface - Comunicação, Saúde, Educação		UNESP	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1414-3283&lng=en	by-nc/4.0
sss	0100-512X	0100-512X		Social Sciences	s_kr	Kriterion	Kriterion: Revista de Filosofia		Faculdade de Filosofia e Ciências Humanas da UFMG	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0100-512X&lng=en	by-nc/4.0
sss	0104-9313	0104-9313		Social Sciences	s_mana	Mana	Mana		Programa de Pós-Graduação em Antropologia Social - PPGAS-Museu Nacional, da Universidade Federal do Rio de Janeiro - UFRJ	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0104-9313&lng=en	by-nc/4.0
sss	0101-3300	0101-3300		Social Sciences	s_nec	Novos estud. - CEBRAP	Novos Estudos - CEBRAP		Editora Brasileira de Ciências Ltda	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0101-3300&lng=en	by-nc/4.0
sss	1012-1587	1012-1587		Social Sciences	s_opcion	Opción (Maracaibo)	Opción (Maracaibo)		Universidad del Zulia	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1012-1587&lng=en	by-nc/4.0
sss	1515-3371	1515-3371		Social Sciences	s_iri	Relac. int. (B. Aires)	Relaciones Internacionales		Instituto de Relaciones Internacionales	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1515-3371&lng=en	by-nc/4.0
sss	0100-8587	0100-8587		Social Sciences	s_rs	Relig. soc.	Religião & Sociedade		Instituto de Estudos da Religião (ISER)	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0100-8587&lng=en	by-nc/4.0
sss	0102-6909	0102-6909		Social Sciences	s_rbcsoc	Rev. bras. ciênc. soc.	Revista Brasileira de Ciências Sociais		Associação Nacional de Pós-Graduação e Pesquisa em Ciências Sociais - ANPOCS	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0102-6909&lng=en	by-nc/4.0
sss	0717-1498	0717-1498		Social Sciences	s_rfas	Rev. fuerzas armadas soc.	Revista Fuerzas Armadas y Sociedad		Facultad Latinoamericana de Ciencias Sociales	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0717-1498&lng=en	by-nc/4.0
sss	0797-9789	0797-9789		Social Sciences	s_rucp	Rev.urug.cienc.polít.	Revista Uruguaya de Ciencia Política		Instituto de Ciência Política	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0797-9789&lng=en	by-nc/4.0
sss	0124-5996	0124-5996		Social Sciences	s_rei	Rev. Econ. Inst.	Revista de Economía Institucional		Universidad Externado de Colombia, Facultad de Economía	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0124-5996&lng=en	by-nc/4.0
sss	1819-0545	1819-0545		Social Sciences	s_rhcs	Rev. humanid. cienc. soc. (St. Cruz Sierra)	Revista de Humanidades y Ciencias Sociales (Santa Cruz de la Sierra)		"Instituto de Investigaciones Económicas y Sociales ""José Ortiz Mercado"""	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1819-0545&lng=en	by-nc/4.0
sss	0104-4478	0104-4478		Social Sciences	s_rsocp	Rev. Sociol. Polit.	Revista de Sociologia e Política		Universidade Federal do Paraná	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0104-4478&lng=en	by-nc/4.0
sss	0327-7712	0327-7712		Social Sciences	s_rsoc	Sociedad (B. Aires)	Sociedad (Buenos Aires)		Universidad de Buenos Aires. Facultad de Ciencias Sociales	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0327-7712&lng=en	by-nc/4.0
sss	1517-4522	1517-4522		Social Sciences	s_soc	Sociologias	Sociologias		Programa de Pós-Graduação em Sociologia - UFRGS	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1517-4522&lng=en	by-nc/4.0
sss	1806-6445	1806-6445		Social Sciences	s_sur	Sur	Sur - Revista Internacional de Direitos Humanos		Sur - Rede Universitária de Direitos Humanos	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1806-6445&lng=en	by-nc/4.0
sss	1990-7451	1990-7451		Social Sciences	s_tinkazos	T'inkazos	T'inkazos		Fundación para la Investigación Estratégica en Bolivia (PIEB)	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1990-7451&lng=en	by-nc/4.0
sss	0103-2070	0103-2070		Social Sciences	s_ts	Tempo soc.	Tempo Social		Departamento de Sociologia da Faculdade de Filosofia, Letras e Ciências Humanas da Universidade de Sâo Paulo	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0103-2070&lng=en	by-nc/4.0
sss	1518-4471	1518-4471		Social Sciences	s_tsoc	Teor. soc.	Teoria & Sociedade		UNIVERSIDADE FEDERAL DE MINAS GERAIS (UFMG); Faculdade de filosofia e Ciências Humanas; Departamentos de Sociologia e de Antropologia e de Ciência Política	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1518-4471&lng=en	by-nc/4.0
sss	1518-3319	1518-3319		Social Sciences	s_topoi	Topoi	Topoi: Revista de História		Universidade Federal do Rio de Janeiro	http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1518-3319&lng=en	by-nc/4.0
sza	1684-1999	1680-7537	1684-1999	South Africa	acom	Acta Commer.	Acta Commercii		University of Johannesburg	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1684-1999&lng=en	by/4.0
sza	1015-8758	1015-8758	2309-9089	South Africa	at	Acta theol.	Acta Theologica		University of the Free State	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1015-8758&lng=en	
sza	1996-2096	1609-073X	1996-2096	South Africa	ahrlj	Afr. hum. rights law j.	African Human Rights Law Journal		Centre of Human Rights, Faculty of Law, University of Pretoria	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1996-2096&lng=en	
sza	2225-2010	2225-2002	2225-2010	South Africa	ajlm	Afr. J. Lab. Med.	African Journal of Laboratory Medicine		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2225-2010&lng=en	by/4.0
sza	2071-2936	2071-2928	2071-2936	South Africa	phcfm	Afr. j. prim. health care fam. med. (Online)	African Journal of Primary Health Care & Family Medicine		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2071-2936&lng=en	by/4.0
sza	2305-7963	1816-8396	2305-7963	South Africa	anh	Afr. nat. history (Online)	African Natural History		Iziko Museum of South Africa	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2305-7963&lng=en	
sza	0006-8241	0006-8241	2311-9284	South Africa	babc	Bothalia (Online)	Bothalia - African Biodiversity & Conservation		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0006-8241&lng=en	by/4.0
sza	2223-6279	0379-8577	2223-6279	South Africa	cura	Curationis	Curationis		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2223-6279&lng=en	by/4.0
sza	2225-7160	1466-3597	2225-7160	South Africa	dejure	De Jure (Pretoria)	De Jure		Pretoria University Law Press	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2225-7160&lng=en	
sza	1021-545X	1021-545X	2411-7870	South Africa	funda	Fundamina (Pretoria)	Fundamina		Southern African Society of Legal Historians and Unisa Press	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1021-545X&lng=en	
sza	0259-9422	0259-9422	2072-8050	South Africa	hts	Herv. teol. stud.	HTS Theological Studies		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0259-9422&lng=en	by/4.0
sza	2071-9736	1025-9848	2071-9736	South Africa	hsa	Health SA Gesondheid (Online)	Health SA Gesondheid (Online)		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2071-9736&lng=en	by-nc/4.0
sza	0018-229X	0018-229X	2309-8392	South Africa	hist	Historia	Historia		Historical Association of South Africa	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0018-229X&lng=en	
sza	2305-0853	1018-6441	2305-0853	South Africa	ids	In Skriflig (Online)	In die Skriflig		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2305-0853&lng=en	by/4.0
sza	1445-7377	2079-7222	1445-7377	South Africa	ipjp	Indo-Pac. j. phenomenol. (Online)	Indo-Pacific Journal of Phenomenology		National Inquiry Services Centre (NISC) (Pty) Ltd.	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1445-7377&lng=en	by-nc-nd/4.0
sza	1011-7601	1011-7601	2413-3027	South Africa	jsr	J. Study Relig.	Journal for the Study of Religion		Association for the Study of Religion in Southern Africa	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1011-7601&lng=en	
sza	1021-447X	1021-447X	2413-3051	South Africa	jesa	J. energy South. Afr.	Journal of Energy in Southern Africa		The Research Energy Centre of the University of Cape Town	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1021-447X&lng=en	
sza	1021-2019	1021-2019	2309-8775	South Africa	jsaice	J. S. Afr. Inst. Civ. Eng.	Journal of the South African Institution of Civil Engineering		South African Institution of Civil Engineering	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1021-2019&lng=en	
sza	1019-9128	1019-9128	2224-9435	South Africa	jsava	J. S. Afr. Vet. Assoc.	Journal of the South African Veterinary Association		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1019-9128&lng=en	by/4.0
sza	0038-223X	0038-223X	2411-9717	South Africa	jsaimm	J. S. Afr. Inst. Min. Metall.	Journal of the Southern African Institute of Mining and Metallurgy		The Southern African Institute of Mining and Metallurgy	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0038-223X&lng=en	by/4.0
sza	0075-6458	0075-6458	2071-0771	South Africa	koedoe	Koedoe	Koedoe		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0075-6458&lng=en	by/4.0
sza	2304-8557	0023-270X	2304-8557	South Africa	koers	Koers (Online)	Koers		Watu Youth Village	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2304-8557&lng=en	by/4.0
sza	0259-0190	0259-0190	2309-9585	South Africa	kronos	Kronos	Kronos		University of the Western Cape	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0259-0190&lng=en	
sza	2077-4907	1028-1053	2077-4907	South Africa	ldd	Law democr. Dev.	Law, Democracy and Development		University of the Western Cape, Faculty of Law	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2077-4907&lng=en	
sza	0256-9507	0256-9507	2312-878X	South Africa	mission	Missionalia (Online)	Missionalia		Southern African Missiological Society	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0256-9507&lng=en	by/4.0
sza	1010-9919	1010-9919	2312-3621	South Africa	ote	Old testam. essays	Old Testament Essays		The Old Testament Society of Southern Africa (OTSSA)	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1010-9919&lng=en	by/4.0
sza	0030-2465	0030-2465	2219-0635	South Africa	ojvr	Onderstepoort j. vet. res.	Onderstepoort Journal of Veterinary Research		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0030-2465&lng=en	by/4.0
sza	1727-3781		1727-3781	South Africa	pelj	PER	PER: Potchefstroomse Elektroniese Regsblad		Publication of North-West University (Potchefstroom Campus)	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1727-3781&lng=en	
sza	1561-4018	1561-4018	2413-3086	South Africa	phronimon	Phronimon	Phronimon		The South African Society for Greek Philosophy and the Humanities (SASGPH)	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1561-4018&lng=en	
sza	1015-6046	1015-6046	2309-8708	South Africa	pins	Psychol. Soc.	Psychology in Society		Psychology in Society	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1015-6046&lng=en	
sza	1991-3877	1991-3877	2413-3108	South Africa	sacq	SA crime q.	SA Crime Quarterly		Institute for Security Studies (Pretoria)	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1991-3877&lng=en	
sza	2071-0763	0258-5200	2071-0763	South Africa	sajip	SA j. ind. Psychol.	SA Journal of Industrial Psychology		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2071-0763&lng=en	by/4.0
sza	2078-6778	1027-202X	2078-6778	South Africa	sajr	S. Afr. J. radiol. (Online)	SA Journal of Radiology		AOSIS Publishing	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2078-6778&lng=en	by/4.0
